# Permission definitions for applet internalPurchaseInvoiceNoStockInApplet — extracted 2026-09-05 from akaun_master (product registry metadata; no tenant data).
# Client-side: bl_applet_client_side_perm_dfn joined on bl_applet_hdr.code (applet_guid). Server-side: app_perm_dfn rows whose perm_code contains PURCHASE_INVOICE_NO_STOCK_IN.
scope	perm_type	perm_code	perm_name	status	targets
client	CLIENT_SIDE_PERM	SHOW_UNIT_PRICE_STD_UOM_EXCL_TAX	SHOW_UNIT_PRICE_STD_UOM_EXCL_TAX	ACTIVE	
client	CLIENT_SIDE_PERM	SHOW_UNIT_PRICE_STD_UOM_INCL_TAX	SHOW_UNIT_PRICE_STD_UOM_INCL_TAX	ACTIVE	
client	CLIENT_SIDE_PERM	SHOW_UNIT_PRICE_TXN	SHOW_UNIT_PRICE_TXN	ACTIVE	
client	CLIENT_SIDE_PERM	SHOW_UNIT_PRICE_TXN_UOM_INCL_TAX	SHOW_UNIT_PRICE_TXN_UOM_INCL_TAX	ACTIVE	
client	CLIENT_SIDE_PERM	SHOW_UOM_TO_BASE_RATIO	SHOW_UOM_TO_BASE_RATIO	ACTIVE	
client	CLIENT_SIDE_PERM	SHOW_VALIDITY_DATE	SHOW_VALIDITY_DATE	ACTIVE	
client	CLIENT_SIDE_PERM	SHOW_WHT_CONFIG_SELECTION	SHOW_WHT_CONFIG_SELECTION	ACTIVE	
server	SYS_DEF_PERM	TNT_API_DOC_INTERNAL_PURCHASE_INVOICE_NO_STOCK_IN_CREATE_TGT_GUID	TNT_API_DOC_INTERNAL_PURCHASE_INVOICE_NO_STOCK_IN_CREATE_TGT_GUID	ACTIVE	
server	SYS_DEF_PERM	TNT_API_DOC_INTERNAL_PURCHASE_INVOICE_NO_STOCK_IN_DELETE_TGT_GUID	TNT_API_DOC_INTERNAL_PURCHASE_INVOICE_NO_STOCK_IN_DELETE_TGT_GUID	ACTIVE	
server	SYS_DEF_PERM	TNT_API_DOC_INTERNAL_PURCHASE_INVOICE_NO_STOCK_IN_DELIVERY_BRANCH_READ	TNT_API_DOC_INTERNAL_PURCHASE_INVOICE_NO_STOCK_IN_DELIVERY_BRANCH_READ	ACTIVE	
server	SYS_DEF_PERM	TNT_API_DOC_INTERNAL_PURCHASE_INVOICE_NO_STOCK_IN_READ_TGT_GUID	TNT_API_DOC_INTERNAL_PURCHASE_INVOICE_NO_STOCK_IN_READ_TGT_GUID	ACTIVE	
server	SYS_DEF_PERM	TNT_API_DOC_INTERNAL_PURCHASE_INVOICE_NO_STOCK_IN_UPDATE_TGT_GUID	TNT_API_DOC_INTERNAL_PURCHASE_INVOICE_NO_STOCK_IN_UPDATE_TGT_GUID	ACTIVE	
